Estimate,Est.Error,Q2.5,Q97.5
0.6251311998124859,0.17748746812880295,0.2732517515815764,0.9766151681550481
0.0037021431589682728,0.001084162313554912,0.0016114866546165828,0.005826906028315987
-0.00921317590357546,0.005099126949778557,-0.01958911690676789,7.327706222425841e-4
-0.028549030875549147,0.008808353849052611,-0.046538610921107226,-0.012091818753509533
-0.14059723771290378,0.13015269049766393,-0.3891511047497358,0.11748181724289086
0.11318566473753389,0.040382113526175045,0.034143201912247734,0.19323382742445397
0.00902254235514115,0.0037088240487116466,0.0019865963351134754,0.01658900391552994
-0.019531210911663308,0.018372020193679128,-0.05671062013310389,0.015730533907014076
-2.854628014859789e-5,3.4678370281211745e-4,-7.054120298167805e-4,6.675838722271565e-4
-0.002578506088444863,0.0031985053664131797,-0.008877047074451421,0.0037882667203170675
0.02286526199805803,0.017310817802425056,-0.012020564123804933,0.056775185406288724
0.007289596910463734,0.03713961426536286,-0.06717813060102663,0.07802689973544999
0.03563026953353348,0.05792110537151161,-0.0816453211449632,0.1506844136504569
